Date,"Dummy App,Conversion Rate - Non-organic,US,GP","Dummy App,Conversion Rate - Organic (from Play Store Explore),US,GP","Dummy App,Conversion Rate - Organic (from Play Store Search),US,GP","Dummy App,Conversion Rate - Organic (from Play Store),US,GP","Dummy App,Conversion Rate - Total,US,GP","Dummy App,Daily Active Users - Total,US,GP","Dummy App,First-time Install Ratio - Organic (from Play Store Search),US,GP","Dummy App,First-time Install Ratio - Total,US,GP","Dummy App,First-time Installs - Non-organic,US,GP","Dummy App,First-time Installs - Organic (from Play Store Explore),US,GP","Dummy App,First-time Installs - Organic (from Play Store Search),US,GP","Dummy App,First-time Installs - Organic (from Play Store),US,GP","Dummy App,First-time Installs - Total,US,GP","Dummy App,Installs - Total,US,GP","Dummy App,Monthly Active Users - Total,US,GP","Dummy App,Reinstalls - Non-organic,US,GP","Dummy App,Reinstalls - Organic (from Play Store Explore),US,GP","Dummy App,Reinstalls - Organic (from Play Store Search),US,GP","Dummy App,Reinstalls - Organic (from Play Store),US,GP","Dummy App,Reinstalls - Total,US,GP","Dummy App,Returning Conversion Rate - Non-organic,US,GP","Dummy App,Returning Conversion Rate - Organic (from Play Store Explore),US,GP","Dummy App,Returning Conversion Rate - Organic (from Play Store Search),US,GP","Dummy App,Returning Conversion Rate - Organic (from Play Store),US,GP","Dummy App,Returning Conversion Rate - Total,US,GP","Dummy App,Returning Unique Pageviews - Non-organic,US,GP","Dummy App,Returning Unique Pageviews - Organic (from Play Store Explore),US,GP","Dummy App,Returning Unique Pageviews - Organic (from Play Store Search),US,GP","Dummy App,Returning Unique Pageviews - Organic (from Play Store),US,GP","Dummy App,Returning Unique Pageviews - Total,US,GP","Dummy App,Total Installs - Non-organic,US,GP","Dummy App,Total Installs - Organic (from Play Store Explore),US,GP","Dummy App,Total Installs - Organic (from Play Store Search),US,GP","Dummy App,Total Installs - Organic (from Play Store),US,GP","Dummy App,Total Installs - Total,US,GP","Dummy App,Total Pageviews,US,GP","Dummy App,Total Unique Pageviews - Non-organic,US,GP","Dummy App,Total Unique Pageviews - Organic (from Play Store Explore),US,GP","Dummy App,Total Unique Pageviews - Organic (from Play Store Search),US,GP","Dummy App,Total Unique Pageviews - Organic (from Play Store),US,GP","Dummy App,Total Unique Pageviews - Total,US,GP","Dummy App,Uninstalls - Total,US,GP","Dummy App,Unique Pageviews - Non-organic,US,GP","Dummy App,Unique Pageviews - Organic (from Play Store Explore),US,GP","Dummy App,Unique Pageviews - Organic (from Play Store Search),US,GP","Dummy App,Unique Pageviews - Organic (from Play Store),US,GP","Dummy App,Unique Pageviews - Total,US,GP","Dummy App,Active Last 30 Days - Mixed (from App Store Search),US,iOS","Dummy App,Active Last 30 Days - Non-organic (from App Referrer),US,iOS","Dummy App,Active Last 30 Days - Non-organic (from Unknown),US,iOS","Dummy App,Active Last 30 Days - Non-organic (from Web Referrer),US,iOS","Dummy App,Active Last 30 Days - Non-organic,US,iOS","Dummy App,Active Last 30 Days - Organic (from App Store Browse),US,iOS","Dummy App,Active Last 30 Days - Organic (from App Store Search),US,iOS","Dummy App,Active Last 30 Days - Organic,US,iOS","Dummy App,Active Last 30 Days - Total,US,iOS","Dummy App,Conversion Rate - Non-organic (from App Referrer),US,iOS","Dummy App,Conversion Rate - Non-organic (from Unknown),US,iOS","Dummy App,Conversion Rate - Non-organic (from Web Referrer),US,iOS","Dummy App,Conversion Rate - Non-organic,US,iOS","Dummy App,Conversion Rate - Organic (from App Store Browse),US,iOS","Dummy App,Conversion Rate - Organic (from App Store Search),US,iOS","Dummy App,Conversion Rate - Organic,US,iOS","Dummy App,Conversion Rate - Total,US,iOS","Dummy App,First-time Installs - Non-organic (from App Referrer),US,iOS","Dummy App,First-time Installs - Non-organic (from Unknown),US,iOS","Dummy App,First-time Installs - Non-organic (from Web Referrer),US,iOS","Dummy App,First-time Installs - Non-organic,US,iOS","Dummy App,First-time Installs - Organic (from App Store Browse),US,iOS","Dummy App,First-time Installs - Organic (from App Store Search),US,iOS","Dummy App,First-time Installs - Organic,US,iOS","Dummy App,First-time Installs - Total,US,iOS","Dummy App,First-time Installs Ratio - Non-organic (from App Referrer),US,iOS","Dummy App,First-time Installs Ratio - Non-organic (from Unknown),US,iOS","Dummy App,First-time Installs Ratio - Non-organic (from Web Referrer),US,iOS","Dummy App,First-time Installs Ratio - Organic (from App Store Browse),US,iOS","Dummy App,First-time Installs Ratio - Organic (from App Store Search),US,iOS","Dummy App,First-time Installs Ratio - Organic,US,iOS","Dummy App,First-time Installs Ratio - Total,US,iOS","Dummy App,Impressions - Non-organic (from App Referrer),US,iOS","Dummy App,Impressions - Non-organic (from Unknown),US,iOS","Dummy App,Impressions - Non-organic (from Web Referrer),US,iOS","Dummy App,Impressions - Non-organic,US,iOS","Dummy App,Impressions - Organic (from App Store Browse),US,iOS","Dummy App,Impressions - Organic (from App Store Search),US,iOS","Dummy App,Impressions - Organic,US,iOS","Dummy App,Impressions - Total,US,iOS","Dummy App,Opt-In Rate - Total,US,iOS","Dummy App,Reinstalls - Mixed (from App Store Search),US,iOS","Dummy App,Reinstalls - Non-organic (from App Referrer),US,iOS","Dummy App,Reinstalls - Non-organic (from Unknown),US,iOS","Dummy App,Reinstalls - Non-organic (from Web Referrer),US,iOS","Dummy App,Reinstalls - Non-organic,US,iOS","Dummy App,Reinstalls - Organic (from App Store Browse),US,iOS","Dummy App,Reinstalls - Organic (from App Store Search),US,iOS","Dummy App,Reinstalls - Organic,US,iOS","Dummy App,Reinstalls - Total,US,iOS","Dummy App,Sessions - Mixed (from App Store Search),US,iOS","Dummy App,Sessions - Non-organic (from App Referrer),US,iOS","Dummy App,Sessions - Non-organic (from Unknown),US,iOS","Dummy App,Sessions - Non-organic (from Web Referrer),US,iOS","Dummy App,Sessions - Non-organic,US,iOS","Dummy App,Sessions - Organic (from App Store Browse),US,iOS","Dummy App,Sessions - Organic (from App Store Search),US,iOS","Dummy App,Sessions - Organic,US,iOS","Dummy App,Sessions - Total,US,iOS","Dummy App,Total Installs - Non-organic (from App Referrer),US,iOS","Dummy App,Total Installs - Non-organic (from Unknown),US,iOS","Dummy App,Total Installs - Non-organic (from Web Referrer),US,iOS","Dummy App,Total Installs - Organic (from App Store Browse),US,iOS","Dummy App,Total Installs - Organic (from App Store Search),US,iOS","Dummy App,Total Installs - Organic,US,iOS","Dummy App,Total Installs - Total,US,iOS","Dummy App,Unique Impressions - Non-organic (from App Referrer),US,iOS","Dummy App,Unique Impressions - Non-organic (from Unknown),US,iOS","Dummy App,Unique Impressions - Non-organic (from Web Referrer),US,iOS","Dummy App,Unique Impressions - Non-organic,US,iOS","Dummy App,Unique Impressions - Organic (from App Store Browse),US,iOS","Dummy App,Unique Impressions - Organic (from App Store Search),US,iOS","Dummy App,Unique Impressions - Organic,US,iOS","Dummy App,Unique Impressions - Total,US,iOS"
2017-04-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,547.0588235294117,70.58823529411764,424335.29411764705,123.52941176470587,424529.41176470584,161.76470588235293,547.0588235294117,708.8235294117646,425238.23529411765,0.041549691184727684,inf,0.16382252559726962,,0.01250996015936255,0.02764774722059684,0.04015770737995939,0.026989193123915112,74.0,22.0,144.0,,157.0,567.0,724.0,964.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1865.0,0.0,881.0,,18850.0,25779.0,44629.0,47375.0,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2423.529411764706,288.235294117647,3230161.764705882,350.0,3230799.9999999995,485.2941176470588,2423.529411764706,2908.823529411765,3233708.8235294116,74.0,22.0,144.0,157.0,567.0,724.0,964.0,1781.0,0.0,879.0,,12550.0,20508.0,33058.0,35718.0
2017-04-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10694.117647058823,6288.235294117647,554185.294117647,2820.5882352941176,563294.1176470588,18264.70588235294,10694.117647058823,28958.823529411762,592252.9411764705,0.049338146811071,inf,0.15730337078651685,,0.015766685728290174,0.02995413273425068,0.04572081846254085,0.029619181946403384,82.0,16.0,140.0,,193.0,640.0,833.0,1071.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1853.0,0.0,1012.0,,18095.0,26704.0,44799.0,47664.0,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3844.1176470588234,161.76470588235293,3807032.3529411764,626.470588235294,3807820.588235294,602.9411764705882,3844.1176470588234,4447.058823529412,3812267.6470588236,82.0,16.0,140.0,193.0,640.0,833.0,1071.0,1662.0,0.0,890.0,,12241.0,21366.0,33607.0,36159.0
2017-04-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9135.294117647058,6338.235294117647,617073.5294117647,2902.941176470588,626314.7058823529,18352.941176470587,9135.294117647058,27488.235294117643,653802.9411764706,0.05087881591119334,inf,0.1566265060240964,,0.01334216502649508,0.025217391304347827,0.0385595563308429,0.025270122831098443,55.0,12.0,104.0,,141.0,406.0,547.0,718.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1159.0,0.0,701.0,,15329.0,20432.0,35761.0,37621.0,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2867.6470588235293,170.58823529411762,2067105.882352941,394.1176470588235,2067670.588235294,447.0588235294117,2867.6470588235293,3314.705882352941,2070985.2941176468,55.0,12.0,104.0,141.0,406.0,547.0,718.0,1081.0,0.0,664.0,,10568.0,16100.0,26668.0,28413.0
2017-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11657.575757575756,6609.090909090909,684478.7878787878,3100.0,694187.8787878788,19042.42424242424,11657.575757575756,30699.999999999996,724887.8787878788,0.060129509713228495,inf,0.14238134887593673,,0.007122718504229114,0.021644550793996083,0.028767269298225196,0.034877591659833666,65.0,461.0,171.0,,96.0,398.0,494.0,1191.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1240.0,0.0,1197.0,,20703.0,23160.0,43863.0,46300.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3569.6969696969695,263.6363636363636,2372124.242424242,524.2424242424242,2372912.121212121,536.3636363636364,3569.6969696969695,4106.060606060606,2377018.1818181816,65.0,461.0,171.0,96.0,398.0,494.0,1191.0,1081.0,0.0,1201.0,,13478.0,18388.0,31866.0,34148.0
2017-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11981.818181818182,6751.515151515151,745190.9090909091,2672.7272727272725,754615.1515151515,19072.727272727272,11981.818181818182,31054.545454545456,785669.6969696969,0.06989576946658492,inf,0.16043814432989692,,0.0067848160495993445,0.018856121537086684,0.02564093758668603,0.022667604313173932,114.0,66.0,249.0,,116.0,422.0,538.0,967.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1824.0,0.0,1667.0,,24438.0,26047.0,50485.0,53976.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5387.878787878788,1281.8181818181818,3015036.3636363633,736.3636363636364,3017054.545454545,533.3333333333333,5387.878787878788,5921.212121212121,3022975.7575757573,114.0,66.0,249.0,116.0,422.0,538.0,967.0,1631.0,0.0,1552.0,,17097.0,22380.0,39477.0,42660.0
2017-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12281.818181818182,6778.787878787878,784487.8787878788,3484.8484848484845,794751.5151515151,19193.939393939392,12281.818181818182,31475.757575757576,826227.2727272727,0.05841121495327103,inf,0.16965428937259924,,0.007485735224833796,0.021158190533913716,0.02864392575874751,0.022594643124345355,75.0,39.0,265.0,,143.0,384.0,527.0,906.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1340.0,0.0,1645.0,,25206.0,24282.0,49488.0,52473.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5266.666666666666,824.2424242424242,2759012.121212121,942.4242424242424,2760778.7878787876,624.2424242424242,5266.666666666666,5890.90909090909,2766669.696969697,75.0,39.0,265.0,143.0,384.0,527.0,906.0,1284.0,0.0,1562.0,,19103.0,18149.0,37252.0,40098.0
2017-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12460.60606060606,6860.60606060606,816409.0909090908,3651.5151515151515,826921.212121212,19272.727272727272,12460.60606060606,31733.333333333332,858654.5454545454,0.055793991416309016,inf,0.1794326241134752,,0.008621284226498379,0.018987676521923097,0.027608960748421476,0.0226865838648316,52.0,22.0,253.0,,125.0,359.0,484.0,811.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,976.0,0.0,1493.0,,21973.0,23847.0,45820.0,48289.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5175.757575757575,545.4545454545454,2437009.090909091,1027.2727272727273,2438581.818181818,654.5454545454545,5175.757575757575,5830.30303030303,2444412.121212121,52.0,22.0,253.0,125.0,359.0,484.0,811.0,932.0,0.0,1410.0,,14499.0,18907.0,33406.0,35748.0
2017-04-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13209.375,7131.25,869934.375,3943.75,881009.375,20046.875,13209.375,33256.25,914265.625,0.05559515324305061,inf,0.1763975155279503,,0.009112024298731463,0.020284459717449407,0.02939648401618087,0.023971930513298656,78.0,37.0,284.0,,153.0,425.0,578.0,977.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1486.0,0.0,1727.0,,24484.0,26438.0,50922.0,54135.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7084.375,1465.625,3469940.625,1493.75,3472900.0,965.625,7084.375,8050.0,3480950.0,78.0,37.0,284.0,153.0,425.0,578.0,977.0,1403.0,0.0,1610.0,,16791.0,20952.0,37743.0,40756.0
2017-04-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14668.75,6981.25,899787.5,4625.0,911393.75,21921.875,14668.75,36590.625,947984.375,0.06599713055954089,inf,0.28413138108428965,,0.013795722060498672,0.021856192587899906,0.03565191464839858,0.035661086284710646,92.0,24.0,718.0,,218.0,552.0,770.0,1604.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1621.0,0.0,2654.0,,27502.0,29598.0,57100.0,61375.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8112.5,1850.0,3826118.75,2984.375,3830953.125,1484.375,8112.5,9596.875,3840550.0,92.0,24.0,718.0,218.0,552.0,770.0,1604.0,1394.0,0.0,2527.0,,15802.0,25256.0,41058.0,44979.0
2017-04-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15335.483870967742,7829.032258064516,950100.0,4951.612903225807,962880.6451612903,22667.74193548387,15335.483870967742,38003.22580645161,1000883.8709677419,0.05150214592274678,inf,0.17736670293797607,,0.00763765541740675,0.018358317374364393,0.02599597279177114,0.021129751539605012,48.0,22.0,163.0,,86.0,278.0,364.0,597.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,997.0,0.0,1065.0,,17901.0,19448.0,37349.0,39411.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4216.129032258064,622.5806451612904,1778709.677419355,1122.5806451612902,1780454.8387096776,632.258064516129,4216.129032258064,4848.387096774193,1785303.2258064516,48.0,22.0,163.0,86.0,278.0,364.0,597.0,932.0,0.0,919.0,,11260.0,15143.0,26403.0,28254.0
2017-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15570.967741935485,8380.645161290322,970848.3870967742,5103.225806451613,984332.2580645161,22764.516129032258,15570.967741935485,38335.48387096774,1022667.7419354839,0.060294117647058824,inf,0.18853362734288864,,0.00754264163881032,0.02067605250629123,0.02821869414510155,0.023012187030764394,82.0,14.0,171.0,,88.0,304.0,392.0,659.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1438.0,0.0,938.0,,18084.0,19164.0,37248.0,39624.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5909.677419354839,1819.3548387096773,2114690.3225806453,1183.8709677419356,2117693.5483870967,870.9677419354839,5909.677419354839,6780.645161290323,2124474.1935483874,82.0,14.0,171.0,88.0,304.0,392.0,659.0,1360.0,0.0,907.0,,11667.0,14703.0,26370.0,28637.0
